prostor,lastnost,vrednost,št. sklicev,opis
S000050,P000045,True,0,"

Since {S50|P202}, it is
{P36} [(Explore)](https://topology.pi-base.org/spaces?q=Has+a+point+with+a+unique+neighborhood+%2B+not+Connected).
And, $X\setminus\{\infty\}$ is {S27}. {S27|P47}.
"
S000050,P000056,True,0,"

It is easy to see that $\{q,\infty\}$ is nowhere dense for all $q \in \mathbb{Q}$, and $X$ is the countable union of all such sets.
"
S000050,P000130,False,0,"

Being {P130} passes to open subspaces. {S27} is an open subspace of $X$ and
{S27|P130}.
"
S000050,P000181,True,0,"

By construction.
"
S000050,P000192,True,0,"

Any nonempty closed subset $A$ of $X$ has to contain $\infty$. If $A = \{\infty\}$, then $A$ clearly has a generic point. Otherwise,
assume $\{\infty\} \subsetneq A$ and $A$ is {P39}. We see that $A$ cannot contain more than one point of
$\mathbb{Q}$, as {S27|P3} and $\mathbb{Q}$ is open in $X$. Thus, $A = \{q,\infty\}$ for some
$q \in \mathbb{Q}$, and $q$ is a generic point of $A$.
"
S000050,P000202,True,0,"

By definition, the only neighborhood of $\infty$ is $X$.
"
S000051,P000010,True,0,"

Considering the basis from the description, one may find the following:
$$\operatorname{int}\operatorname{cl}\{2i+1\}=\operatorname{int}\{2i,2i+1,2i+2\}=\{2i+1\}$$
$$\operatorname{int}\operatorname{cl}\{2i-1,2i,2i+1\}=\operatorname{int}\{2i-2,2i-1,2i,2i+1,2i+2\}=\{2i-1,2i,2i+1\}$$
"
S000051,P000021,False,0,"

The set $\{2i\mid i\in\mathbb Z\}$ is closed, discrete, and infinite.
"
S000051,P000024,True,0,"

Considering the basis from the description, the closure of $\{2i+1\}$ is $\{2i,2i+1,2i+2\}$,
the closure of $\{2i-1,2i,2i+1\}$ is $\{2i-2,2i-1,2i,2i+1,2i+2\}$,
and these sets are finite and therefore compact.
"
S000051,P000089,False,0,"

$x\mapsto x+2$ is a continuous map with no fixed points.
"
S000051,P000094,True,0,"

By construction.
"
S000051,P000145,True,0,"

As the {S51|P90}, the set of smallest neighborhoods (the basis given in the description)
is a refinement of any open cover, and this collection is star-finite.
"
S000051,P000181,True,0,"

By construction.
"
S000051,P000205,True,1,"

By inspection, the space is connected, and after removing a point $p$, the sets
$\{x\mid x<p\}$ and $\{x\mid x>p\}$ are open sets partitioning $\mathbb Z\setminus\{p\}$.
"
S000052,P000003,True,1,"

See item #4 for space #60 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000052,P000004,False,1,"

See item #5 for space #60 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000052,P000010,True,1,"

See item #12 for space #60 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000052,P000027,True,1,"

This is trivial, as the base used for defining the topology, $\{U_a(b) : a,b \in X, gcd(a,b)=1\}$, is clearly countable, being dependent on two parameters $a,b$ from the (countable) set $X$.

See item #6 for space #60 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000052,P000041,False,1,"

See item #8 for space #60 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000052,P000044,False,1,"

Asserted in the General Reference Chart for space #60 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000052,P000057,True,1,"

By definition.

Asserted in the General Reference Chart for space #60 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000052,P000060,True,1,"

See item #7 for space #60 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000052,P000138,False,1,"

See {{doi:10.14712/1213-7243.2015.269}}.
"
S000053,P000003,True,1,"

See item #4 for space #61 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000053,P000004,False,1,"

See item #5 for space #61 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000053,P000027,True,1,"

By definition the space has a countable sub-basis. By taking finite intersections of sub-basis-elements one obtains a countable basis.

See item #6 for space #61 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000053,P000041,True,1,"

See item #9 for space #61 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000053,P000057,True,1,"

By construction.

Asserted in the General Reference Chart for space #61 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000053,P000060,True,1,"

See item #7 for space #61 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000054,P000011,True,1,"


See item #2 for space #62 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000054,P000021,True,1,"

See item #3 for space #62 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000054,P000022,False,1,"

See item #3 for space #62 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000054,P000024,True,1,"

For any $(a,b) \in X$, $(a-1,a+1) \times \{0,1\}$ is a neighborhood of $(a,b)$ with compact closure.

Asserted in the General Reference Chart for space #62 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000054,P000027,True,1,"

Let $\{U_n\}$ be a countable base for $\mathbb{R}$. Then $\{U_n \times \{0,1\}\}$ is a countable base for $X$.

Asserted in the General Reference Chart for space #62 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000054,P000038,True,1,"

See item #4 for space #62 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000054,P000043,True,0,"

Consider two distinct points $(a,i),(b,j)\in U\times\{0,1\} \subset X$ with $U$ some open interval in $\mathbb R$.

If $a\ne b$, let $f':[0,1]\to U$ be an injective path from $a$ to $b$ and let $g:[0,1] \rightarrow \{0,1\}$ be any function with $g(0)=i$ and $g(1)=j$. Then $f=f'\times g$ is an injective path in $X$ from $(a,i)$ to $(b,j)$.

If $a=b$, one can construct an injective path in $U\times\{0,1\}$ from $(a,0)$ to $(a,1)$
by concatenating two paths built as in the previous paragraph,
one from $(a,0)$ to a point $(c,0)$ with $c\in U$, $c\ne a$,
followed by a path from $(c,0)$ to $(a,1)$, with the two paths intersecting only in $(c,0)$.
"
S000054,P000050,False,1,"

Asserted in the General Reference Chart for space #62 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000054,P000065,True,0,"

By construction, as $2 \cdot \mathfrak c = \mathfrak c$.
"
S000054,P000068,False,0,"

It is easy to check being {P68} passes to the Kolmogorov quotient. Since the Kolmogorov quotient of the space is
{S25} and {S25|P68}, the result follows.
"
S000054,P000087,True,1,"

The space is the product of two spaces satisfying the property: {S25|P87}, and {S4|P87}.
"
S000054,P000199,True,1,"

This follows because {S25|P199} and {S4|P199}, and a product of contractible spaces is contractible. See {{mathse:4463999}}.
"
S000055,P000010,False,1,"

See item #4 for space #63 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000055,P000018,True,1,"

$X$ is Lindelöf: let $\left\{U_i, i \in I\right\}$ be a basic open cover of $X$. There are two cases:

1: One of the $U_i$ has countable complement, then we only need countably many extra $U_j$ to cover all of $X$, and so we find a countable subcover, or

2: All $U_i$ are standard Euclidean open sets. But then we can use that $\mathbb{R}$ in the usual topology is Lindelöf (as it's second countable e.g.) to see that we again have a countable subcover.

So the countable complement extension topology is Lindelöf.

See item #7 for space #63 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000055,P000028,False,1,"

See item #8 for space #63 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000055,P000036,True,1,"

See item #9 for space #63 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000055,P000065,True,0,"

By definition.
"
S000055,P000068,False,0,"

It is easy to check being {P68} passes to coarser topologies. Since the topology on the space is finer than
{S25} and {S25|P68}, the result follows.
"
S000055,P000166,True,1,"

See item #1 for space #63 in {{doi:10.1007/978-1-4612-6290-9_6}}."
S000055,P000168,True,0,"
By construction, as {S17|P168}.
"
S000056,P000010,False,1,"

Asserted in the General Reference Chart for space #64 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000056,P000011,False,1,"

$A$ is a closed set not containing $0$. There are no disjoint open sets $U, V$ such that $0 \in U$ and $A \subseteq V$.

See item #2 for space #64 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000056,P000017,True,1,"

See item #3 for space #64 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000056,P000022,False,1,"

Asserted in the General Reference Chart for space #64 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000056,P000027,True,1,"

Let $\mathcal{A}$ be a countable basis for $\mathbb{R}$.  For every $n$, define the set $B_n=\{\frac{1}{j}\mid j\ne n\}$.  Then we see that the collection $\{ A\setminus B_n\mid A\in \mathcal{A}, n\in \mathbb{N}\}$ is a countable basis for the deleted sequence topology.

Asserted in the General Reference Chart for space #64 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000056,P000037,False,1,"

See {{mathse:2960540}}.
"
S000056,P000041,False,1,"

See {{mathse:1903761}}.
"
S000056,P000046,False,1,"

The mapping $p : [0,1] \to \mathbb{R}$ defined by $p(t) = t+1$ is a nonconstant path in this space.

(Moreover, any path in $\mathbb{R}$ with the standard topology which does not pass through $0$ is a path in this space.)

Asserted in the General Reference Chart for space #64 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000056,P000056,False,1,"

Asserted in the General Reference Chart for space #64 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000056,P000068,False,0,"

It is easy to check being {P68} passes to coarser topologies. Since the topology on the space is finer than
{S25} and {S25|P68}, the result follows.
"
S000056,P000166,True,1,"

See item #1 for space #64 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000056,P000189,True,2,"

$X$ is {P36} by {{mathse:3331141}}.

Then see {{mathse:4975867}}.
"
S000057,P000013,False,1,"

Asserted in the General Reference Chart for space #65 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000057,P000022,False,1,"

Asserted in the General Reference Chart for space #65 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000057,P000024,True,1,"

See item #4 for space #65 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000057,P000026,True,1,"

See item #3 for space #65 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000057,P000033,True,1,"

Asserted in the General Reference Chart for space #65 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000057,P000050,True,1,"

See item #1 for space #65 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000057,P000051,True,1,"

See item #2 for space #65 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000057,P000065,True,1,"

The space's point-set is $\mathbb R$.
"
S000057,P000082,True,0,"
The set of rationals is open and discrete (and so metrizable).
The local basis elements $U_n(x)$ of irrationals are homeomorphic to {S20}, and {S20|P53}.
"
S000057,P000093,True,0,"
By construction.
"
S000057,P000162,True,1,"

The identity function $\text{Id}:\mathbb{R}\to \mathbb{R}$, $\text{Id}(x) = x$ from {S57} to {S25} is a continuous bijection. Since every subspace of {S25} is realcompact ({S25} is {P5} and {P131}, and see {T384}), {S57} is realcompact from corollary 8.18 in {{doi:10.1007/978-1-4615-7819-2}}.
"
S000057,P000166,True,1,"

See item #1 for space #65 in {{doi:10.1007/978-1-4612-6290-9_6}}."
S000057,P000198,False,0,"
$\mathbb R\setminus\mathbb Q$ is closed and uncountable, and it's discrete as $U_n(x)\setminus\mathbb Q=\{x\}$.
"
S000058,P000010,False,1,"

The closure of any neighbourhood of a rational number contains an entire interval. Therefore the interior of the closure of such a neighbourhood cannot be countable (contained in $\mathbb Q$).
"
S000058,P000022,False,1,"

Since the topology is finer than {S25},
the identity map to {S25} is continuous, and unbounded.
"
S000058,P000027,True,1,"

See item #9 for space #66 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000058,P000041,False,1,"

See item #8 for space #66 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000058,P000044,False,1,"

Sets $(-\infty,0)$ and $(0,+\infty)$ are disjoint and {P36} as homeomorphic to $X$.
"
S000058,P000046,True,1,"

See item #8 for space #66 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000058,P000056,True,0,"

Note that the set $\mathbb R\setminus\mathbb Q$ is closed and has empty interior in $X$. Together with singletons of rational numbers it forms a countable partition of $X$ into nowhere dense sets.
"
S000058,P000066,False,0,"

{P66} is hereditary on closed subsets.
$X$ contains {S28} as a closed subspace and {S28|P66}.
"
S000058,P000086,False,0,"

Every rational number has a countable neighbourhood and neighbourhoods of irrational numbers are uncountable.
"
S000058,P000089,False,0,"

The map $x\mapsto x+1$ is a self-homeomorphism without a fixed point.
"
S000058,P000110,True,1,"

See {{mathse:5045688}}.
"
S000058,P000144,False,0,"

Every neighbourhood of an irrational number contains an interval.
An open interval in $X$ is homeomorphic to $X$ and henceforth not {P121}
(e.g. {S58|P10}).
"
S000058,P000166,True,0,"

The topology contains the topology for {S25}.
"
S000058,P000189,False,0,"

The family $\{\mathbb R\setminus\mathbb Q\}\cup\{\{q\}:q\in\mathbb Q\}$
is a partition of $X$ into countably many mutually disjoint closed subsets.
"
S000058,P000205,True,1,"

To show $X$ is {P36}, suppose by contradiction that $X=A\cup B$ is a partition of $X$ into open subsets, with $a<b$, $a\in A$, $b\in B$.
Then $x:=\inf(B\cap(a,+\infty) ) \ge a$. Considering the base for the topology one can observe that an open set cannot contain its infimum, hence $x\in A$. Then $[a,x+\varepsilon)\cap\mathbb Q\subset A$ for some $\varepsilon >0$, implying $A=\overline{A}\supset [a,x+\varepsilon]$
and contradicting the definition of $x$.

And every $x\in X$ is a cut point, since the two open sets $(-\infty,x)$ and $(x,+\infty)$ partition $X\setminus \{x\}$.
"
S000059,P000010,False,1,"

Asserted in the General Reference Chart for space #67 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000017,False,1,"

Compact sets are nowhere dense in $\mathbb R$, which isn't meager.

See item #10 for space #67 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000022,False,1,"

Asserted in the General Reference Chart for space #67 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000027,True,1,"

Open intervals with rational endpoints, with or without the rationals removed, form a countable base.

See item #9 for space #67 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000031,True,1,"

Asserted in the General Reference Chart for space #67 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000036,True,1,"

See item #8 for space #67 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000041,False,1,"

See item #8 for space #67 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000044,False,1,"

Asserted in the General Reference Chart for space #67 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000046,True,1,"

See item #8 for space #67 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000059,P000068,False,0,"

It is easy to check being {P68} passes to coarser topologies. Since the topology on the space is finer than
{S25} and {S25|P68}, the result follows.
"
S000059,P000071,True,1,"

See Example 5.8 of {{doi:10338.dmlcz/146790}}."
S000059,P000129,False,0,"

The space is non-trivial by definition.
"
S000059,P000166,True,0,"

The topology contains the topology for {S25}.
"
S000060,P000010,False,1,"

Asserted in the General Reference Chart for space #68 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000060,P000022,False,1,"

Asserted in the General Reference Chart for space #68 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000060,P000026,True,1,"

Asserted in the General Reference Chart for space #68 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000060,P000041,False,1,"

See item #8 for space #68 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000060,P000044,False,1,"

Asserted in the General Reference Chart for space #68 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000060,P000056,True,1,"

The set $\mathbb R\setminus \mathbb Q$ is closed with empty interior, so are the sets $\{x\}$ for $x\in\mathbb Q$. The whole space is clearly the union of this countable family.
"
S000060,P000082,True,1,"

For any $x\in\mathbb R$ the topology on $\mathbb Q\cup\{x\}$ coincides with the one induced by the standard Euclidean metric.
"
S000060,P000086,True,1,"

See {{mathse:5013911}}.
"
S000060,P000089,False,1,"

It is evident that $x\mapsto x+1$ is a homeomorphism and has no fixed point.
"
S000060,P000093,True,1,"

By definition, the topology has a base consisting of countable sets $\{x\}\cup((x-\varepsilon,x+\varepsilon)\cap\mathbb Q)$ (for $x\in\mathbb R$, $\varepsilon>0$).
"
S000060,P000102,True,1,"

See {{mathse:5016298}}."
S000060,P000166,True,1,"

See item #1 for space #68 in {{doi:10.1007/978-1-4612-6290-9_6}}."
S000060,P000189,False,1,"

The space can be partitioned into a countable family of nonempty closed sets, namely the set $\mathbb R\setminus \mathbb Q$ and singletons of rational numbers.
"
S000060,P000198,False,0,"

The subspace $\mathbb R\setminus\mathbb Q$ is closed uncountable and discrete.
"
S000060,P000205,True,1,"

$X$ is {P36}: see item #4 for space #68 in {{doi:10.1007/978-1-4612-6290-9_6}}.

For every $x\in\mathbb R$ the subsets $(-\infty,x)$ and $(x,+\infty)$ are open hence $x$ is a cut point.
"
S000061,P000010,False,1,"

Asserted in the General Reference Chart for space #69 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000061,P000017,False,1,"

See item #10 for space #69 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000061,P000022,False,1,"

Asserted in the General Reference Chart for space #69 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000061,P000027,True,1,"

See item #9 for space #69 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000061,P000033,False,1,"

We will use Ishikawa's characterization of {P33}.

Let $q_0, q_1, \dots$ be an enumeration of the rational numbers $\mathbb Q$.
Define $F_n := \{ q_i \mid i > n \}$.
Each $F_n$ is closed in $X$ and the $F_n$ are nested with empty intersection.
Moreover, $F_n$ is dense in $\mathbb R$ with respect to the usual Euclidean topology.

Note that the subspace topology on $D=\mathbb R\setminus\mathbb Q$ coincides with the Euclidean topology induced from $\mathbb R$.
So the subspace $D$ is exactly {S28}.

Now, suppose $U_n$ is an open set containing $F_n$.
The intersection $U_n \cap D$ is open in $D$ and it is easy to check it is dense in $D$.


Since {S28|P64}, $\bigcap_{n \in \omega} (U_n \cap D)\ne\varnothing$,
and hence $\bigcap_{n \in \omega}U_n\ne\varnothing$.
This proves that the space is not {P33}.
"
S000061,P000036,True,1,"

See item #8 for space #69 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000061,P000041,False,1,"

See item #8 for space #69 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000061,P000044,False,1,"

Asserted in the General Reference Chart for space #69 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000061,P000046,True,1,"

See item #8 for space #69 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000061,P000068,False,0,"

It is easy to check being {P68} passes to coarser topologies. Since the topology on the space is finer than
{S25} and {S25|P68}, the result follows.
"
S000061,P000166,True,1,"

See item #1 for space #69 in {{doi:10.1007/978-1-4612-6290-9_6}}."
S000062,P000008,True,1,"

See items #1 and #2 for space #70 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000062,P000017,False,1,"

Asserted in the General Reference Chart for space #70 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000062,P000022,False,1,"

The identity map $X \rightarrow \mathbb{R}$ is continuous and unbounded.

Asserted in the General Reference Chart for space #70 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000062,P000023,False,1,"

$(X, \tau^{*})$ is not locally compact, for every neighborhood $N$ of a point $p \in X - \mathbb{Q}$ contains an infinite sequence without a limit point: simply select a point $r \in N \cap \mathbb{Q}$ and consider $\{r + 1/n\}_{n=1}^{\infty}$.

See item #4 for space #70 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000062,P000027,True,1,"

$\mathbb{R}$ is known to be second countable. Let $\mathcal{B}$ be a countable basis for $\mathbb{R}$. Then $\mathcal{B}\cup\mathbb{Q}$ is a countable basis for $X$.

Asserted in the General Reference Chart for space #70 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000062,P000050,True,1,"

Asserted in the General Reference Chart for space #70 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000062,P000056,False,1,"

Asserted in the General Reference Chart for space #70 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000062,P000065,True,1,"

The space's point-set is $\mathbb R$.
"
S000062,P000068,False,0,"

It is easy to check being {P68} passes to coarser topologies. Since the topology on the space is finer than
{S25} and {S25|P68}, the result follows.
"
S000062,P000139,True,1,"

By definition, each point of $D$ is open.
"
S000063,P000051,False,1,"

The subspace $\mathbb Q\subset X$ has no isolated point.
"
S000063,P000061,False,1,"

The subset $A=\mathbb Q+\sqrt{2}$ is open and an $F_\sigma$ set in $X$, therefore a cozero set, since {S63|P13} (see Corollary 1.5.13 in {{zb:0684.54001}}).

Suppose $B$ is a cozero set disjoint from $A$ such that $A\cup B$ is dense. Since $\mathbb Q\subset \overline{A}$, we have $B\subseteq\mathbb R\setminus\mathbb Q$.
By the density of $A\cup B$ we know that $A\cup B=\mathbb R\setminus \mathbb Q$ and consequently, the irrationals are
$F_\sigma$. Since neighbourhoods of rational numbers always contain Euclidean neighbourhoods, it would imply $\mathbb Q$ is a $G_\delta$ subset of {S25},
contradicting the Baire category theorem.
"
S000063,P000063,False,0,"

The space contains {S27} as a closed subspace.
And the {P63} property is preserved by closed subspaces.
But {S27|P63}.
"
S000063,P000065,True,1,"

The space's point-set is $\mathbb R$.
"
S000063,P000076,False,0,"

The product of {S63} and {S28} is {S77}, and {S77|P76}.
But {S28|P76}, so {S63} is not {P76}.
"
S000063,P000093,False,0,"

No neighbourhood of a rational number is countable.
"
S000063,P000139,True,1,"

By definition, each point of $D$ is open.
"
S000063,P000146,True,0,"

Let $\mathcal U$ be any open cover of $X$.
Fix an enumeration $\{q_n:n<\omega\}$ of rational numbers.
We proceed by induction on $n<\omega$. There are two possibilities:
- if $q_n\in \bigcup_{k<n} I_k$, then we put $I_n:=\emptyset$;
- if $q_n\notin \bigcup_{k<n} I_k$, then we set $I_n\ni q_n$ to be an open interval with irrational endpoints, contained in an element of $\mathcal U$
and disjoint from $\bigcup_{k<n} I_k$.

Let $A=\bigcup_{n<\omega} I_n$. By construction $\mathbb Q\subset A$. We take an open cover
$\mathcal V:=\{\{x\}: x\in\mathbb R \setminus A\}\cup\{I_n:n<\omega\}$.
The elements of $\mathcal V$ are mutually disjoint and $\mathcal V$ is a refinement of $\mathcal U$.
"
S000063,P000154,True,0,"

Since the topology is finer than the Euclidean topology, this space is {P2}.

The family $\{ [a,b]: a,b\in\mathbb R\setminus\mathbb Q, a\leq b\}$ consists of order-convex sets (with respect to the standard order on $\mathbb R$)
and is a base for the topology.
"
S000063,P000166,True,1,"

See item #1 for space #71 in {{doi:10.1007/978-1-4612-6290-9_6}}."
S000063,P000198,False,0,"

Let $\{q_n: n\in\mathbb N\}=\mathbb Q$.
Consider the closed set
$L = \mathbb R\setminus \bigcup_{n\in \mathbb N} (q_n-2^{-n},q_n+2^{-n})$.
It is discrete, as a subset of the irrational numbers.
Since the Lebesque measure of $L$ is infinite (its complement is of finite measure), $L$ is uncountable.
"
S000063,P000206,True,0,"

Observe that if Player 1 chooses $x_n\notin \mathbb Q$ then the Player 2 wins by picking $V_n=\{x_n\}$.

For rational $x_n$, Player 2 chooses $V_n$ to be any open interval around $x_n$ with closure contained in $U_n$ and of length less than $2^{-n}$.
In the game played according to this strategy,
$\bigcap_{n=1}^\infty U_n$ equals the intersection of some descending family of closed intervals (compact sets in the Euclidean topology) and is therefore non-empty.
"
S000064,P000011,False,1,"

If $p \notin D$, then $A = \{X - D\} - \{p\}$ is a closed set since $\{p\} \cap D$ is open. But every open neighborhood $\{p\} \cup (D \cap U)$ of $p$ intersects every neighborhood of $A$, since $U$ must contain a point $q \in X - D$, and each neighborhood of $q$ intersects $D \cap U$.

See item #2 for space #72 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000018,False,1,"

The open cover consisting of sets of form $\{x\} \cup D$ where $x \in X - D$ has no countable subcover.

See item #3 for space #72 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000022,False,1,"

The function $f : X \to \mathbb{R}$ defined by $f(x,y) = x$ can be shown to be continuous, and is unbounded.

Asserted in the General Reference Chart for space #72 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000026,True,1,"

$D$ is countable and dense.

See item #3 for space #72 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000028,True,1,"

Asserted in the General Reference Chart for space #72 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000032,False,1,"

Asserted in the General Reference Chart for space #72 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000033,True,1,"

Asserted in the General Reference Chart for space #72 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000048,False,1,"

If $i$ is irrational, no two points $x_1 = (i, y_1), x_2 = (i, y_2)$ on the vertical line $x = i$ can be separated.

See item #5 for space #72 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000051,True,1,"

Since $D$ is discrete, any dense-in-itself subset must be contained in $X - D$; but every point $p \in X - D$ has a neighborhood contained in $\{p\} \cap D$, so no nonempty subset can be dense-in-itself.

See item #4 for space #72 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000064,P000065,True,1,"

The space's point-set is $\mathbb R^2$.
"
S000064,P000166,True,1,"

See item #1 for space #72 in {{doi:10.1007/978-1-4612-6290-9_6}}."
S000065,P000016,True,1,"

See item #3 for space #73 in {{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000065,P000027,True,1,"

Asserted in the General Reference Chart for space #73 in
{{doi:10.1007/978-1-4612-6290-9_6}}.
"
S000065,P000038,False,2,"

Erroneously asserted as true in the General Reference Chart and in
item #3 for space #73 in {{doi:10.1007/978-1-4612-6290-9_6}}.

The space is not {P38}, as there is no injective path joining
$1$ to $1^{\ast}$. See for example {{mathse:1853792}} for details.
"
S000065,P000042,True,0,"

Every point has an open neighborhood homeomorphic to the interval $[0,1]$,
which is {P42}.
"
S000065,P000060,False,1,"

The function $f:X\to\mathbb R$ given by $f(x)=x$ for $x\ne 1^*$ and $f(1^*)=1$ is continuous and non-constant.
"
S000065,P000064,True,2,"

Every point has a neighborhood homeomorphic to $[0,1]$, which is locally compact Hausdorff, hence Baire.  And a space that is ""locally Baire"" is Baire.
"
S000065,P000065,True,1,"

By construction, $|X| = |[0,1]\cup\{1^*\}| = \mathfrak{c}$.
"
S000065,P000068,False,0,"

It is easy to check being {P68} passes to closed subspaces. Since $[0,\frac{1}{2}]$ is a closed subspace which is
homeomorphic to {S158} and {S158|P68}, the result follows.
"
S000065,P000082,True,1,"

Every point has an open neighborhood homeomorphic to the interval $[0,1]$.
"
S000065,P000099,False,1,"

The sequence $(1-1/n)_{n\ge 1}$ converges to both $1$ and $1^*$.
"
S000065,P000101,False,1,"

The map that sends $1^*$ to $1$ and leaves every other point fixed is a retraction onto a non-closed subspace.
"
S000065,P000110,True,0,"

$X$ is homeomorphic to a subspace of {S85}
and {S85|P110}.
"
S000065,P000122,False,1,"

The points $0$, $1$ and $1^*$ don't have a neighborhood homeomorphic to an open subset of some $\mathbb R^n$.
"
S000065,P000169,False,0,"

Every regular open neighborhood of $1^*$ contains $1$, since $1$ is in the interior
of the closure of every neighborhood of $1^*$.
"
